,player_name,player_id,team_name,team_id,season,primary_position,tb_hit,bb_hit,so_hit,sb_hit,hr_hit,rbi_hit,xbh_hit,tpa_hit,h_hit,r_hit,ab_hit,sv_pitch,bb_pitch,so_pitch,hr_pitch,qs_pitch,hld_pitch,svo_pitch,h_pitch,ip_pitch,r_pitch,ab_pitch,er_pitch
14518,"Blum, Geoff",150398,Expos,120,1999,3B,67.0,17.0,25.0,1.0,8.0,18.0,17.0,154.0,32.0,21.0,133.0,,,,,,,,,,,,
14519,"Cabrera, Orlando",111851,Expos,120,1999,SS,154.0,18.0,38.0,2.0,8.0,39.0,36.0,407.0,97.0,48.0,382.0,,,,,,,,,,,,
14520,"Coquillette, Trace",150399,Expos,120,1999,3B,16.0,4.0,7.0,1.0,0.0,4.0,3.0,55.0,13.0,2.0,49.0,,,,,,,,,,,,
14521,"Cox, Darron",150400,Expos,120,1999,C,10.0,0.0,5.0,0.0,1.0,2.0,2.0,27.0,6.0,2.0,25.0,,,,,,,,,,,,
14522,"DeHart, Rick",113204,Expos,120,1999,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,6.0,1.2,4.0,11.0,4.0
14523,"Fernandez, Jose",150403,Expos,120,1999,3B,7.0,1.0,7.0,0.0,0.0,1.0,2.0,25.0,5.0,0.0,24.0,,,,,,,,,,,,
14524,"Fullmer, Brad",114485,Expos,120,1999,1B,161.0,22.0,35.0,2.0,9.0,47.0,45.0,374.0,96.0,38.0,347.0,,,,,,,,,,,,
14525,"Guerrero, Vladimir",115223,Expos,120,1999,RF,366.0,55.0,62.0,14.0,42.0,131.0,84.0,674.0,193.0,102.0,610.0,,,,,,,,,,,,
14526,"Guerrero, Wilton",115224,Expos,120,1999,2B,127.0,13.0,38.0,7.0,2.0,31.0,24.0,340.0,92.0,42.0,315.0,,,,,,,,,,,,
14527,"Hermanson, Dustin",115812,Expos,120,1999,P,3.0,3.0,39.0,0.0,0.0,2.0,0.0,75.0,3.0,1.0,64.0,0.0,69.0,145.0,20.0,21.0,0.0,0.0,225.0,216.1,110.0,829.0,101.0
14528,"Johnson, Mike",116611,Expos,120,1999,P,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,4.0,0.0,7.0,6.0,2.0,0.0,0.0,0.0,12.0,8.1,8.0,37.0,8.0
14529,"Jones, Terry",116730,Expos,120,1999,LF,20.0,3.0,14.0,1.0,0.0,3.0,2.0,66.0,17.0,4.0,63.0,,,,,,,,,,,,
14530,"Kline, Steve",117157,Expos,120,1999,P,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,33.0,69.0,8.0,0.0,16.0,2.0,56.0,69.2,32.0,257.0,29.0
14531,"Lilly, Ted",150404,Expos,120,1999,P,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,5.0,0.0,9.0,28.0,7.0,1.0,0.0,0.0,30.0,23.2,20.0,97.0,20.0
14532,"Machado, Robert",118079,Expos,120,1999,C,5.0,2.0,6.0,0.0,0.0,0.0,1.0,24.0,4.0,3.0,22.0,,,,,,,,,,,,
14533,"Maddux, Mike",118121,Expos,120,1999,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.0,0.0,0.0,0.0,9.0,5.0,5.0,22.0,5.0
14535,"Martinez, Manny",118373,Expos,120,1999,CF,113.0,17.0,51.0,19.0,2.0,26.0,21.0,357.0,81.0,48.0,331.0,,,,,,,,,,,,
14536,"McGuire, Ryan",118736,Expos,120,1999,1B,48.0,27.0,33.0,1.0,2.0,18.0,11.0,171.0,31.0,17.0,140.0,,,,,,,,,,,,
14537,"Merced, Orlando",118958,Expos,120,1999,LF,90.0,26.0,27.0,2.0,8.0,26.0,21.0,221.0,52.0,25.0,194.0,,,,,,,,,,,,
14538,"Mordecai, Mike",119348,Expos,120,1999,3B,82.0,20.0,31.0,2.0,5.0,25.0,17.0,250.0,53.0,29.0,226.0,,,,,,,,,,,,
14539,"Mota, Guillermo",150407,Expos,120,1999,P,4.0,0.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,25.0,27.0,5.0,0.0,3.0,1.0,54.0,55.1,24.0,210.0,18.0
14540,"Mouton, James",119463,Expos,120,1999,LF,45.0,18.0,31.0,6.0,2.0,13.0,8.0,146.0,32.0,18.0,122.0,,,,,,,,,,,,
14541,"Pavano, Carl",134321,Expos,120,1999,P,2.0,1.0,14.0,0.0,0.0,2.0,0.0,39.0,2.0,1.0,33.0,0.0,35.0,70.0,8.0,9.0,0.0,0.0,117.0,104.0,66.0,411.0,65.0
14542,"Powell, Jeremy",136262,Expos,120,1999,P,5.0,3.0,8.0,0.0,0.0,0.0,1.0,34.0,4.0,2.0,30.0,0.0,44.0,44.0,14.0,8.0,0.0,0.0,113.0,97.0,60.0,376.0,51.0
14543,"Rojas, Mel",121404,Expos,120,1999,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,2.2,5.0,12.0,5.0
14546,"Seguignol, Fernando",136663,Expos,120,1999,1B,51.0,5.0,33.0,0.0,5.0,10.0,14.0,119.0,27.0,14.0,105.0,,,,,,,,,,,,
14547,"Smart, J.D.",150412,Expos,120,1999,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,17.0,21.0,4.0,0.0,0.0,0.0,56.0,52.0,30.0,203.0,29.0
14548,"Smith, Dan",122368,Expos,120,1999,P,2.0,3.0,15.0,0.0,0.0,1.0,0.0,30.0,2.0,3.0,24.0,0.0,39.0,72.0,12.0,5.0,0.0,1.0,104.0,89.2,64.0,355.0,60.0
14549,"Stowers, Chris",209063,Expos,120,1999,CF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,
14550,"Strickland, Scott",232994,Expos,120,1999,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,23.0,3.0,0.0,2.0,0.0,15.0,18.0,10.0,65.0,9.0
14551,"Telford, Anthony",123177,Expos,120,1999,P,0.0,1.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,2.0,38.0,69.0,3.0,0.0,18.0,9.0,112.0,96.0,52.0,381.0,42.0
14552,"Thurman, Mike",123327,Expos,120,1999,P,1.0,1.0,31.0,0.0,0.0,0.0,0.0,46.0,1.0,1.0,40.0,0.0,52.0,85.0,17.0,12.0,0.0,0.0,140.0,146.2,84.0,558.0,66.0
14553,"Urbina, Ugueth",123584,Expos,120,1999,P,0.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,41.0,36.0,100.0,6.0,0.0,0.0,50.0,59.0,75.2,35.0,284.0,31.0
14554,"Vazquez, Javier",134320,Expos,120,1999,P,14.0,3.0,8.0,0.0,0.0,5.0,2.0,53.0,12.0,4.0,42.0,0.0,52.0,113.0,20.0,10.0,0.0,0.0,154.0,154.2,98.0,605.0,86.0
14555,"Vidro, Jose",123723,Expos,120,1999,2B,235.0,29.0,51.0,0.0,12.0,59.0,59.0,531.0,150.0,67.0,494.0,,,,,,,,,,,,
14556,"White, Rondell",124185,Expos,120,1999,LF,272.0,32.0,85.0,10.0,22.0,64.0,54.0,588.0,168.0,83.0,539.0,,,,,,,,,,,,
14557,"Widger, Chris",124234,Expos,120,1999,C,169.0,28.0,86.0,1.0,14.0,56.0,39.0,419.0,101.0,42.0,383.0,,,,,,,,,,,,
14558,"Agbayani, Benny",133742,Mets,121,1999,LF,145.0,32.0,60.0,6.0,14.0,42.0,35.0,314.0,79.0,42.0,276.0,,,,,,,,,,,,
14559,"Alfonzo, Edgardo",110135,Mets,121,1999,3B,315.0,85.0,85.0,9.0,27.0,108.0,69.0,726.0,191.0,123.0,628.0,,,,,,,,,,,,
14560,"Allensworth, Jermaine",110165,Mets,121,1999,RF,27.0,9.0,23.0,2.0,3.0,9.0,5.0,86.0,16.0,14.0,73.0,,,,,,,,,,,,
14561,"Beltran, Rigo",110844,Mets,121,1999,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,12.0,35.0,5.0,0.0,0.0,0.0,30.0,31.0,15.0,120.0,12.0
14563,"Benitez, Armando",110859,Mets,121,1999,P,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,5.0,22.0,41.0,128.0,4.0,0.0,17.0,28.0,40.0,78.0,17.0,271.0,16.0
14564,"Bonilla, Bobby",111199,Mets,121,1999,LF,36.0,19.0,16.0,0.0,4.0,18.0,9.0,141.0,19.0,12.0,119.0,,,,,,,,,,,,
14565,"Cedeno, Roger",112155,Mets,121,1999,RF,185.0,60.0,100.0,66.0,4.0,36.0,31.0,525.0,142.0,90.0,453.0,,,,,,,,,,,,
14566,"Cook, Dennis",112621,Mets,121,1999,P,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,27.0,68.0,11.0,0.0,19.0,6.0,50.0,63.0,27.0,231.0,27.0
14567,"Dotel, Octavio",136734,Mets,121,1999,P,3.0,4.0,17.0,0.0,0.0,1.0,0.0,30.0,3.0,2.0,24.0,0.0,49.0,85.0,12.0,7.0,0.0,0.0,69.0,85.1,52.0,305.0,51.0
14568,"Dunston, Shawon",113645,Mets,121,1999,RF,40.0,0.0,16.0,4.0,0.0,16.0,7.0,97.0,32.0,12.0,93.0,,,,,,,,,,,,
14569,"Franco, John",114374,Mets,121,1999,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,19.0,41.0,1.0,0.0,1.0,21.0,40.0,40.2,14.0,157.0,13.0
14570,"Franco, Matt",114376,Mets,121,1999,1B,48.0,28.0,21.0,0.0,4.0,21.0,9.0,161.0,31.0,18.0,132.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,3.0,1.1,2.0,7.0,2.0
14571,"Halter, Shane",115370,Mets,121,1999,RF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
14572,"Hamilton, Darryl",115378,Mets,121,1999,LF,82.0,19.0,18.0,2.0,5.0,21.0,14.0,189.0,57.0,19.0,168.0,,,,,,,,,,,,
14573,"Henderson, Rickey",115749,Mets,121,1999,LF,204.0,82.0,82.0,37.0,12.0,42.0,42.0,526.0,138.0,89.0,438.0,,,,,,,,,,,,
14574,"Hershiser, Orel",115861,Mets,121,1999,P,10.0,1.0,18.0,1.0,0.0,3.0,1.0,68.0,9.0,3.0,62.0,0.0,77.0,89.0,14.0,14.0,0.0,0.0,175.0,179.0,92.0,674.0,91.0
14575,"Isringhausen, Jason",116414,Mets,121,1999,P,2.0,0.0,4.0,0.0,0.0,1.0,1.0,13.0,1.0,2.0,12.0,1.0,22.0,31.0,7.0,0.0,0.0,1.0,43.0,39.1,29.0,154.0,28.0
14577,"Jones, Bobby",116717,Mets,121,1999,P,8.0,0.0,4.0,0.0,1.0,1.0,1.0,17.0,5.0,1.0,16.0,0.0,11.0,31.0,3.0,5.0,0.0,0.0,69.0,59.1,37.0,234.0,37.0
14578,"Kinkade, Mike",136726,Mets,121,1999,LF,19.0,3.0,9.0,1.0,2.0,6.0,5.0,51.0,9.0,3.0,46.0,,,,,,,,,,,,
14579,"Leiter, Al",117652,Mets,121,1999,P,8.0,2.0,29.0,0.0,0.0,5.0,2.0,70.0,6.0,1.0,57.0,0.0,93.0,162.0,19.0,21.0,0.0,0.0,209.0,213.0,107.0,798.0,100.0
14580,"Long, Terrence",150239,Mets,121,1999,PH,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,,,,,,,,,,,,
14581,"Lopez, Luis",117922,Mets,121,1999,SS,32.0,12.0,33.0,1.0,2.0,13.0,6.0,121.0,22.0,11.0,104.0,,,,,,,,,,,,
14582,"Mahomes, Pat",118163,Mets,121,1999,P,8.0,0.0,6.0,0.0,0.0,3.0,3.0,16.0,5.0,2.0,16.0,0.0,37.0,51.0,7.0,0.0,1.0,1.0,44.0,63.2,26.0,222.0,26.0
14583,"Manzanillo, Josias",118268,Mets,121,1999,P,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,4.0,25.0,5.0,0.0,1.0,0.0,19.0,18.2,12.0,72.0,12.0
14584,"McElroy, Chuck",118660,Mets,121,1999,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,12.0,13.1,5.0,48.0,5.0
14586,"McMichael, Greg",118825,Mets,121,1999,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,18.0,3.0,0.0,4.0,1.0,20.0,18.2,10.0,74.0,10.0
14588,"McRae, Brian",118871,Mets,121,1999,CF,104.0,39.0,57.0,2.0,8.0,36.0,21.0,344.0,66.0,35.0,298.0,,,,,,,,,,,,
14589,"Mora, Melvin",206551,Mets,121,1999,LF,5.0,4.0,7.0,2.0,0.0,1.0,0.0,39.0,5.0,6.0,31.0,,,,,,,,,,,,
14590,"Murray, Dan",150240,Mets,121,1999,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,9.0,3.0
14592,"Olerud, John",119976,Mets,121,1999,1B,269.0,125.0,66.0,3.0,19.0,96.0,58.0,723.0,173.0,107.0,581.0,,,,,,,,,,,,
14593,"Ordonez, Rey",120045,Mets,121,1999,SS,165.0,49.0,59.0,8.0,1.0,60.0,27.0,588.0,134.0,49.0,520.0,,,,,,,,,,,,
14594,"Payton, Jay",134341,Mets,121,1999,CF,3.0,0.0,2.0,1.0,0.0,1.0,1.0,9.0,2.0,1.0,8.0,,,,,,,,,,,,
14595,"Piazza, Mike",120536,Mets,121,1999,C,307.0,51.0,70.0,2.0,40.0,124.0,65.0,593.0,162.0,100.0,534.0,,,,,,,,,,,,
14596,"Pratt, Todd",120747,Mets,121,1999,C,54.0,15.0,32.0,2.0,3.0,21.0,7.0,160.0,41.0,18.0,140.0,,,,,,,,,,,,
14597,"Reed, Rick",120999,Mets,121,1999,P,13.0,1.0,14.0,0.0,0.0,5.0,2.0,54.0,11.0,2.0,45.0,0.0,47.0,104.0,23.0,13.0,0.0,0.0,163.0,149.1,77.0,580.0,76.0
14598,"Rogers, Kenny",121386,Mets,121,1999,P,3.0,2.0,10.0,0.0,0.0,1.0,0.0,30.0,3.0,2.0,25.0,0.0,28.0,58.0,8.0,7.0,0.0,0.0,71.0,76.0,35.0,281.0,34.0
14600,"Rusch, Glendon",121556,Mets,121,1999,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,0.0
14602,"Tam, Jeff",134641,Mets,121,1999,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,3.0,0.0,0.0,0.0,6.0,11.1,4.0,40.0,4.0
14604,"Taylor, Billy",123163,Mets,121,1999,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,14.0,2.0,0.0,1.0,1.0,20.0,13.1,12.0,58.0,12.0
14606,"Toca, Jorge",150243,Mets,121,1999,1B,1.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,3.0,,,,,,,,,,,,
14607,"Ventura, Robin",123697,Mets,121,1999,3B,311.0,74.0,109.0,1.0,32.0,120.0,70.0,671.0,177.0,88.0,588.0,,,,,,,,,,,,
14608,"Watson, Allen",123982,Mets,121,1999,P,4.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,3.0,0.0,10.0,1.0,22.0,32.0,5.0,0.0,1.0,1.0,36.0,39.2,18.0,143.0,18.0
14611,"Wendell, Turk",124084,Mets,121,1999,P,0.0,1.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,3.0,37.0,77.0,9.0,0.0,21.0,6.0,80.0,85.2,31.0,327.0,29.0
14612,"Wilson, Vance",136300,Mets,121,1999,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,
14613,"Yoshii, Masato",134180,Mets,121,1999,P,9.0,0.0,16.0,0.0,0.0,2.0,0.0,61.0,9.0,1.0,55.0,0.0,58.0,105.0,25.0,20.0,0.0,0.0,168.0,174.0,86.0,646.0,85.0
14614,"Abreu, Bobby",110029,Phillies,143,1999,RF,300.0,109.0,113.0,27.0,20.0,93.0,66.0,662.0,183.0,118.0,546.0,,,,,,,,,,,,
14615,"Aldred, Scott",110118,Phillies,143,1999,P,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,15.0,19.0,1.0,0.0,3.0,4.0,33.0,32.1,15.0,119.0,14.0
14617,"Anderson, Marlon",136724,Phillies,143,1999,2B,163.0,24.0,61.0,13.0,5.0,54.0,35.0,484.0,114.0,48.0,452.0,,,,,,,,,,,,
14618,"Arias, Alex",110312,Phillies,143,1999,SS,139.0,36.0,31.0,2.0,4.0,48.0,25.0,390.0,105.0,43.0,347.0,,,,,,,,,,,,
14619,"Bennett, Gary",110870,Phillies,143,1999,C,31.0,4.0,11.0,0.0,1.0,21.0,5.0,94.0,24.0,7.0,88.0,,,,,,,,,,,,
14620,"Bennett, Joel",150098,Phillies,143,1999,P,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,4.0,0.0,7.0,13.0,10.0,0.0,0.0,1.0,26.0,17.0,17.0,74.0,17.0
14621,"Brantley, Jeff",111397,Phillies,143,1999,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,11.0,0.0,0.0,0.0,6.0,5.0,8.2,6.0,31.0,5.0
14622,"Brewer, Billy",111447,Phillies,143,1999,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,28.0,4.0,0.0,1.0,2.0,30.0,25.2,20.0,102.0,20.0
14623,"Brogna, Rico",111502,Phillies,143,1999,1B,281.0,54.0,132.0,8.0,24.0,102.0,57.0,679.0,172.0,90.0,619.0,,,,,,,,,,,,
14624,"Byrd, Paul",111838,Phillies,143,1999,P,7.0,5.0,11.0,0.0,0.0,4.0,0.0,71.0,7.0,6.0,55.0,0.0,70.0,106.0,34.0,19.0,0.0,0.0,205.0,199.2,119.0,774.0,102.0
14625,"Cedeno, Domingo",112154,Phillies,143,1999,SS,17.0,5.0,22.0,0.0,1.0,5.0,5.0,72.0,10.0,5.0,66.0,,,,,,,,,,,,
14626,"Doster, David",113488,Phillies,143,1999,2B,30.0,12.0,23.0,1.0,3.0,10.0,5.0,112.0,19.0,9.0,97.0,,,,,,,,,,,,
14627,"Ducey, Rob",113585,Phillies,143,1999,LF,87.0,38.0,57.0,2.0,8.0,33.0,20.0,227.0,49.0,29.0,188.0,,,,,,,,,,,,
14628,"Estalella, Bobby",113911,Phillies,143,1999,C,3.0,4.0,7.0,0.0,0.0,1.0,0.0,22.0,3.0,2.0,18.0,,,,,,,,,,,,
14629,"Gant, Ron",114567,Phillies,143,1999,LF,222.0,85.0,112.0,13.0,17.0,77.0,49.0,605.0,134.0,107.0,516.0,,,,,,,,,,,,
14630,"Glanville, Doug",114844,Phillies,143,1999,CF,287.0,48.0,82.0,34.0,11.0,73.0,55.0,692.0,204.0,101.0,628.0,,,,,,,,,,,,
14631,"Gomes, Wayne",114908,Phillies,143,1999,P,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,19.0,56.0,58.0,5.0,0.0,9.0,24.0,70.0,74.0,38.0,275.0,35.0
14632,"Grace, Mike",115008,Phillies,143,1999,P,0.0,1.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,7.0,0.0,30.0,28.0,5.0,0.0,1.0,0.0,80.0,55.0,48.0,231.0,47.0
14633,"Grahe, Joe",115035,Phillies,143,1999,P,1.0,1.0,3.0,0.0,0.0,0.0,0.0,8.0,1.0,1.0,7.0,0.0,17.0,16.0,1.0,2.0,0.0,0.0,40.0,32.2,16.0,130.0,14.0
14634,"Jordan, Kevin",116752,Phillies,143,1999,3B,134.0,24.0,34.0,0.0,4.0,51.0,24.0,380.0,99.0,36.0,347.0,,,,,,,,,,,,
14635,"Lieberthal, Mike",117759,Phillies,143,1999,C,281.0,44.0,86.0,0.0,31.0,96.0,65.0,574.0,153.0,84.0,510.0,,,,,,,,,,,,
14636,"Loewer, Carlton",133780,Phillies,143,1999,P,5.0,1.0,9.0,0.0,0.0,1.0,0.0,25.0,5.0,0.0,22.0,0.0,26.0,48.0,9.0,5.0,1.0,0.0,100.0,89.2,54.0,348.0,51.0
14637,"Lovullo, Torey",117950,Phillies,143,1999,1B,14.0,3.0,11.0,0.0,2.0,5.0,2.0,41.0,8.0,3.0,38.0,,,,,,,,,,,,
14638,"Magee, Wendell",118136,Phillies,143,1999,CF,12.0,1.0,4.0,0.0,2.0,5.0,3.0,15.0,5.0,4.0,14.0,,,,,,,,,,,,
14639,"Montgomery, Steve",119270,Phillies,143,1999,P,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,31.0,55.0,10.0,0.0,11.0,3.0,54.0,64.2,25.0,236.0,24.0
14640,"Ogea, Chad",119952,Phillies,143,1999,P,4.0,4.0,25.0,0.0,0.0,0.0,0.0,55.0,4.0,1.0,44.0,0.0,61.0,77.0,36.0,11.0,0.0,0.0,192.0,168.0,110.0,666.0,105.0
14641,"Perez, Yorkis",120417,Phillies,143,1999,P,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,15.0,26.0,4.0,0.0,6.0,1.0,29.0,32.0,15.0,119.0,14.0
14642,"Person, Robert",120447,Phillies,143,1999,P,3.0,1.0,23.0,0.0,0.0,1.0,0.0,47.0,3.0,3.0,41.0,0.0,70.0,127.0,23.0,11.0,0.0,0.0,130.0,137.0,72.0,516.0,65.0
14644,"Politte, Cliff",131700,Phillies,143,1999,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,2.0,0.0,1.0,0.0,19.0,17.2,14.0,69.0,14.0
14645,"Poole, Jim",120666,Phillies,143,1999,P,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,15.0,22.0,3.0,0.0,12.0,2.0,48.0,35.1,20.0,147.0,17.0
14647,"Prince, Tom",120771,Phillies,143,1999,C,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,1.0,1.0,6.0,,,,,,,,,,,,
14648,"Relaford, Desi",121058,Phillies,143,1999,SS,69.0,19.0,34.0,4.0,1.0,26.0,14.0,242.0,51.0,31.0,211.0,,,,,,,,,,,,
14649,"Rolen, Scott",121409,Phillies,143,1999,3B,221.0,67.0,114.0,12.0,26.0,77.0,55.0,497.0,113.0,74.0,421.0,,,,,,,,,,,,
14650,"Ryan, Ken",121596,Phillies,143,1999,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,9.0,2.0,0.0,1.0,0.0,16.0,15.2,11.0,60.0,11.0
14651,"Schilling, Curt",121811,Phillies,143,1999,P,8.0,7.0,28.0,0.0,0.0,3.0,2.0,66.0,5.0,5.0,50.0,0.0,44.0,152.0,25.0,13.0,0.0,0.0,159.0,180.1,74.0,673.0,71.0
14652,"Schrenk, Steve",150112,Phillies,143,1999,P,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,1.0,14.0,36.0,6.0,1.0,1.0,1.0,41.0,50.1,24.0,184.0,24.0
14653,"Sefcik, Kevin",121974,Phillies,143,1999,LF,82.0,29.0,24.0,9.0,1.0,11.0,19.0,242.0,58.0,28.0,209.0,,,,,,,,,,,,
14654,"Shumaker, Anthony",150113,Phillies,143,1999,P,1.0,1.0,3.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,5.0,0.0,14.0,17.0,3.0,2.0,0.0,0.0,23.0,22.2,17.0,88.0,15.0
14655,"Spoljaric, Paul",122605,Phillies,143,1999,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,7.0,10.0,1.0,0.0,0.0,0.0,23.0,11.1,24.0,54.0,19.0
14657,"Telemaco, Amaury",123176,Phillies,143,1999,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,41.0,8.0,0.0,3.0,1.0,45.0,47.0,29.0,180.0,29.0
14659,"Wolf, Randy",150116,Phillies,143,1999,P,8.0,2.0,8.0,0.0,0.0,0.0,1.0,39.0,7.0,2.0,30.0,0.0,67.0,116.0,20.0,9.0,0.0,0.0,126.0,121.2,78.0,474.0,75.0
14660,"Anderson, Jimmy",150247,Pirates,134,1999,P,4.0,0.0,2.0,0.0,0.0,1.0,1.0,9.0,3.0,2.0,9.0,0.0,16.0,13.0,2.0,1.0,0.0,0.0,25.0,29.1,15.0,107.0,13.0
14661,"Benjamin, Mike",110862,Pirates,134,1999,3B,134.0,20.0,90.0,10.0,1.0,37.0,34.0,404.0,91.0,42.0,368.0,,,,,,,,,,,,
14662,"Benson, Kris",150249,Pirates,134,1999,P,13.0,3.0,24.0,0.0,0.0,7.0,3.0,75.0,10.0,7.0,65.0,0.0,83.0,139.0,16.0,16.0,0.0,0.0,184.0,196.2,105.0,738.0,89.0
14663,"Boyd, Jason",150150,Pirates,134,1999,P,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,5.0,5.1,2.0,20.0,2.0
14664,"Brown, Adrian",111531,Pirates,134,1999,CF,82.0,33.0,39.0,5.0,4.0,17.0,11.0,267.0,61.0,34.0,226.0,,,,,,,,,,,,
14665,"Brown, Brant",111533,Pirates,134,1999,RF,153.0,22.0,114.0,3.0,16.0,58.0,39.0,371.0,79.0,49.0,341.0,,,,,,,,,,,,
14666,"Brown, Emil",111548,Pirates,134,1999,CF,3.0,0.0,3.0,0.0,0.0,0.0,1.0,14.0,2.0,0.0,14.0,,,,,,,,,,,,
14667,"Christiansen, Jason",112270,Pirates,134,1999,P,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,22.0,35.0,2.0,0.0,7.0,5.0,26.0,37.2,17.0,131.0,17.0
14668,"Clontz, Brad",112413,Pirates,134,1999,P,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,2.0,24.0,40.0,6.0,0.0,9.0,3.0,49.0,49.1,21.0,193.0,15.0
14669,"Cordova, Francisco",112681,Pirates,134,1999,P,8.0,2.0,15.0,0.0,0.0,2.0,0.0,56.0,8.0,2.0,49.0,0.0,59.0,98.0,16.0,13.0,0.0,0.0,166.0,160.2,83.0,608.0,79.0
14670,"Cruz, Ivan",112905,Pirates,134,1999,1B,7.0,0.0,2.0,0.0,1.0,2.0,1.0,10.0,4.0,3.0,10.0,,,,,,,,,,,,
