,player_name,player_id,team_name,team_id,season,primary_position,tb_hit,bb_hit,so_hit,sb_hit,hr_hit,rbi_hit,xbh_hit,tpa_hit,h_hit,r_hit,ab_hit,sv_pitch,bb_pitch,so_pitch,hr_pitch,qs_pitch,hld_pitch,svo_pitch,h_pitch,ip_pitch,r_pitch,ab_pitch,er_pitch
0,"Aase, Don",110003,Orioles,110,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,28.0,4.0,,,1.0,40.0,46.2,22.0,167.0,21.0
1,"Anderson, Brady",110229,Orioles,110,1988,RF,48.0,8.0,40.0,6.0,1.0,9.0,10.0,192.0,35.0,17.0,177.0,,,,,,,,,,,,
2,"Ballard, Jeff",110515,Orioles,110,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,41.0,15.0,,,0.0,167.0,153.1,83.0,600.0,75.0
3,"Bautista, Jose",110713,Orioles,110,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,76.0,21.0,,,0.0,171.0,171.2,86.0,664.0,82.0
4,"Boddicker, Mike",111139,Orioles,110,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,100.0,14.0,,,0.0,149.0,147.0,72.0,563.0,63.0
6,"Davis, Butch",113144,Orioles,110,1988,OF,7.0,0.0,8.0,1.0,0.0,0.0,1.0,25.0,6.0,2.0,25.0,,,,,,,,,,,,
7,"Dillard, Gordon",113363,Orioles,110,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,,,0.0,3.0,3.0,2.0,11.0,2.0
8,"Dwyer, Jim",113673,Orioles,110,1988,OF,12.0,12.0,11.0,0.0,0.0,3.0,0.0,66.0,12.0,3.0,53.0,,,,,,,,,,,,
9,"Gerhart, Ken",114715,Orioles,110,1988,OF,90.0,21.0,57.0,7.0,9.0,23.0,20.0,291.0,51.0,27.0,262.0,,,,,,,,,,,,
10,"Gonzales, Rene",114922,Orioles,110,1988,3B,63.0,13.0,32.0,2.0,2.0,15.0,8.0,260.0,51.0,13.0,237.0,,,,,,,,,,,,
11,"Habyan, John",115281,Orioles,110,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,,,0.0,22.0,14.2,10.0,62.0,7.0
12,"Harnisch, Pete",115487,Orioles,110,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,10.0,1.0,,,0.0,13.0,13.0,8.0,50.0,8.0
13,"Hughes, Keith",116281,Orioles,110,1988,OF,35.0,16.0,27.0,1.0,2.0,14.0,8.0,126.0,21.0,10.0,108.0,,,,,,,,,,,,
14,"Kennedy, Terry",116989,Orioles,110,1988,C,79.0,15.0,53.0,0.0,3.0,16.0,13.0,285.0,60.0,20.0,265.0,,,,,,,,,,,,
15,"Landrum, Tito",117461,Orioles,110,1988,OF,5.0,4.0,6.0,0.0,0.0,2.0,1.0,28.0,3.0,2.0,24.0,,,,,,,,,,,,
16,"Lynn, Fred",118040,Orioles,110,1988,OF,145.0,28.0,66.0,2.0,18.0,37.0,32.0,334.0,76.0,37.0,301.0,,,,,,,,,,,,
17,"McGregor, Scott",118728,Orioles,110,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,3.0,,,0.0,27.0,17.1,18.0,73.0,17.0
18,"Milacki, Bob",119044,Orioles,110,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,1.0,,,0.0,9.0,25.0,2.0,82.0,2.0
19,"Morgan, Mike",119374,Orioles,110,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,29.0,6.0,,,1.0,70.0,71.1,45.0,274.0,43.0
20,"Murray, Eddie",119579,Orioles,110,1988,1B,286.0,75.0,78.0,5.0,28.0,84.0,57.0,681.0,171.0,75.0,603.0,,,,,,,,,,,,
21,"Nichols, Carl",119760,Orioles,110,1988,C,10.0,3.0,10.0,0.0,0.0,1.0,1.0,52.0,9.0,2.0,47.0,,,,,,,,,,,,
22,"Niedenfuer, Tom",119781,Orioles,110,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,19.0,40.0,8.0,,,23.0,59.0,59.0,23.0,228.0,23.0
23,"Noles, Dickie",119825,Orioles,110,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,,,0.0,11.0,3.1,10.0,22.0,9.0
24,"Olson, Gregg",120002,Orioles,110,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,1.0,,,1.0,10.0,11.0,4.0,41.0,4.0
25,"Orsulak, Joe",120068,Orioles,110,1988,OF,160.0,23.0,30.0,9.0,8.0,27.0,32.0,416.0,109.0,48.0,379.0,,,,,,,,,,,,
26,"Peraza, Oswaldo",120400,Orioles,110,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,61.0,10.0,,,0.0,98.0,86.0,62.0,347.0,53.0
27,"Ripken, Billy",121223,Orioles,110,1988,2B,132.0,33.0,63.0,8.0,2.0,34.0,21.0,559.0,106.0,52.0,512.0,,,,,,,,,,,,
28,"Ripken Jr., Cal",121222,Orioles,110,1988,3B,248.0,102.0,69.0,2.0,23.0,81.0,49.0,689.0,152.0,87.0,575.0,,,,,,,,,,,,
29,"Rowdon, Wade",121501,Orioles,110,1988,3B,3.0,0.0,6.0,1.0,0.0,0.0,0.0,30.0,3.0,1.0,30.0,,,,,,,,,,,,
30,"Scherrer, Bill",121805,Orioles,110,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,,,0.0,8.0,4.0,6.0,20.0,6.0
32,"Schilling, Curt",121811,Orioles,110,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,3.0,,,0.0,22.0,14.2,19.0,62.0,16.0
33,"Schmidt, Dave",121830,Orioles,110,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,67.0,14.0,,,3.0,129.0,129.2,58.0,492.0,49.0
34,"Schu, Rick",121872,Orioles,110,1988,3B,98.0,21.0,49.0,6.0,4.0,20.0,17.0,294.0,69.0,22.0,270.0,,,,,,,,,,,,
35,"Sheets, Larry",122110,Orioles,110,1988,DH,155.0,42.0,72.0,1.0,10.0,47.0,30.0,504.0,104.0,38.0,452.0,,,,,,,,,,,,
36,"Sisk, Doug",122277,Orioles,110,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,26.0,3.0,,,2.0,109.0,94.1,43.0,356.0,39.0
37,"Stanicek, Pete",122660,Orioles,110,1988,OF,81.0,28.0,45.0,12.0,4.0,17.0,12.0,299.0,60.0,29.0,261.0,,,,,,,,,,,,
38,"Stone, Jeff",122827,Orioles,110,1988,OF,11.0,4.0,11.0,4.0,0.0,1.0,1.0,66.0,10.0,4.0,61.0,,,,,,,,,,,,
39,"Tettleton, Mickey",123211,Orioles,110,1988,C,120.0,28.0,70.0,0.0,11.0,37.0,23.0,316.0,74.0,31.0,283.0,,,,,,,,,,,,
40,"Thurmond, Mark",123329,Orioles,110,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,27.0,29.0,10.0,,,3.0,80.0,74.2,43.0,289.0,38.0
41,"Tibbs, Jay",123332,Orioles,110,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,82.0,18.0,,,0.0,184.0,158.2,103.0,629.0,95.0
42,"Traber, Jim",123429,Orioles,110,1988,1B,114.0,19.0,42.0,1.0,10.0,45.0,16.0,376.0,78.0,25.0,352.0,,,,,,,,,,,,
43,"Williamson, Mark",124351,Orioles,110,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,69.0,14.0,,,3.0,125.0,117.2,70.0,459.0,64.0
44,"Worthington, Craig",124585,Orioles,110,1988,3B,23.0,9.0,24.0,1.0,2.0,4.0,4.0,90.0,15.0,5.0,81.0,,,,,,,,,,,,
45,"Anderson, Brady",110229,Red Sox,111,1988,RF,45.0,15.0,35.0,4.0,0.0,12.0,8.0,172.0,34.0,14.0,148.0,,,,,,,,,,,,
46,"Barrett, Marty",110616,Red Sox,111,1988,2B,206.0,40.0,35.0,7.0,1.0,65.0,30.0,687.0,173.0,83.0,612.0,,,,,,,,,,,,
47,"Benzinger, Todd",110887,Red Sox,111,1988,OF,172.0,22.0,80.0,2.0,13.0,70.0,42.0,436.0,103.0,47.0,405.0,,,,,,,,,,,,
48,"Boddicker, Mike",111139,Red Sox,111,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,56.0,3.0,,,0.0,85.0,89.0,30.0,331.0,26.0
50,"Boggs, Wade",111153,Red Sox,111,1988,3B,286.0,125.0,34.0,2.0,5.0,58.0,56.0,719.0,214.0,128.0,584.0,,,,,,,,,,,,
51,"Bolton, Tom",111183,Red Sox,111,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,21.0,1.0,,,1.0,35.0,30.1,17.0,123.0,16.0
52,"Boyd, Oil Can",111312,Red Sox,111,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.0,71.0,25.0,,,0.0,147.0,129.2,82.0,509.0,77.0
53,"Burks, Ellis",111736,Red Sox,111,1988,CF,260.0,62.0,89.0,25.0,18.0,92.0,60.0,615.0,159.0,93.0,540.0,,,,,,,,,,,,
54,"Cerone, Rick",112159,Red Sox,111,1988,C,95.0,20.0,32.0,0.0,3.0,27.0,17.0,289.0,71.0,31.0,264.0,,,,,,,,,,,,
55,"Clemens, Roger",112388,Red Sox,111,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,291.0,17.0,,,0.0,217.0,264.0,93.0,986.0,86.0
56,"Crouch, Zach",112875,Red Sox,111,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,,,0.0,4.0,1.1,1.0,7.0,1.0
57,"Curry, Steve",112961,Red Sox,111,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,4.0,0.0,,,0.0,15.0,11.0,10.0,42.0,10.0
58,"Dodson, Pat",113417,Red Sox,111,1988,1B,16.0,6.0,17.0,0.0,1.0,1.0,5.0,51.0,8.0,5.0,45.0,,,,,,,,,,,,
59,"Ellsworth, Steve",113825,Red Sox,111,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,16.0,7.0,,,0.0,47.0,36.0,29.0,149.0,27.0
60,"Evans, Dwight",113936,Red Sox,111,1988,OF,272.0,76.0,99.0,5.0,21.0,111.0,59.0,645.0,164.0,96.0,559.0,,,,,,,,,,,,
61,"Gardner, Wes",114614,Red Sox,111,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,106.0,17.0,,,2.0,119.0,149.0,61.0,542.0,58.0
62,"Gedman, Rich",114676,Red Sox,111,1988,C,110.0,18.0,49.0,0.0,9.0,39.0,23.0,332.0,69.0,33.0,299.0,,,,,,,,,,,,
63,"Greenwell, Mike",115108,Red Sox,111,1988,OF,313.0,87.0,38.0,16.0,22.0,119.0,69.0,693.0,192.0,86.0,590.0,,,,,,,,,,,,
64,"Horn, Sam",116152,Red Sox,111,1988,DH,15.0,11.0,20.0,0.0,2.0,8.0,2.0,73.0,9.0,4.0,61.0,,,,,,,,,,,,
65,"Hurst, Bruce",116350,Red Sox,111,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,166.0,21.0,,,0.0,222.0,216.2,98.0,842.0,88.0
66,"Kutcher, Randy",117376,Red Sox,111,1988,OF,3.0,0.0,2.0,0.0,0.0,0.0,1.0,12.0,2.0,2.0,12.0,,,,,,,,,,,,
67,"Lamp, Dennis",117439,Red Sox,111,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,49.0,3.0,,,1.0,92.0,82.2,39.0,324.0,32.0
68,"Marzano, John",118389,Red Sox,111,1988,C,5.0,1.0,3.0,0.0,0.0,1.0,1.0,30.0,4.0,3.0,29.0,,,,,,,,,,,,
69,"Owen, Spike",120138,Red Sox,111,1988,SS,95.0,27.0,27.0,0.0,5.0,18.0,20.0,294.0,64.0,40.0,257.0,,,,,,,,,,,,
70,"Parrish, Larry",120249,Red Sox,111,1988,DH,67.0,8.0,32.0,0.0,7.0,26.0,12.0,168.0,41.0,10.0,158.0,,,,,,,,,,,,
71,"Quintana, Carlos",120852,Red Sox,111,1988,1B,2.0,2.0,3.0,0.0,0.0,2.0,0.0,8.0,2.0,1.0,6.0,,,,,,,,,,,,
72,"Reed, Jody",120995,Red Sox,111,1988,2B,127.0,45.0,21.0,1.0,1.0,28.0,25.0,400.0,99.0,60.0,338.0,,,,,,,,,,,,
73,"Rice, Jim",121140,Red Sox,111,1988,OF,197.0,48.0,89.0,1.0,15.0,72.0,36.0,542.0,128.0,57.0,485.0,,,,,,,,,,,,
74,"Rochford, Mike",121337,Red Sox,111,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,,0.0,4.0,2.1,0.0,11.0,0.0
75,"Romero, Ed",121423,Red Sox,111,1988,SS,21.0,3.0,8.0,0.0,0.0,5.0,3.0,83.0,18.0,3.0,75.0,,,,,,,,,,,,
76,"Romine, Kevin",121425,Red Sox,111,1988,OF,22.0,7.0,15.0,2.0,1.0,6.0,4.0,85.0,15.0,17.0,78.0,,,,,,,,,,,,
77,"Sellers, Jeff",121989,Red Sox,111,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,70.0,9.0,,,0.0,89.0,85.2,49.0,332.0,46.0
78,"Smith, Lee",122426,Red Sox,111,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,37.0,96.0,7.0,,,37.0,72.0,83.2,34.0,320.0,26.0
79,"Smithson, Mike",122475,Red Sox,111,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,73.0,25.0,,,0.0,149.0,126.2,87.0,511.0,84.0
80,"Stanley, Bob",122674,Red Sox,111,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,29.0,57.0,6.0,,,11.0,90.0,101.2,41.0,372.0,36.0
81,"Trautwein, John",123440,Red Sox,111,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,8.0,2.0,,,0.0,26.0,16.0,17.0,68.0,16.0
82,"Woodward, Bob",124570,Red Sox,111,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,,0.0,2.0,0.2,1.0,4.0,1.0
83,"Armas, Tony",110318,Angels,108,1988,OF,163.0,22.0,87.0,1.0,13.0,49.0,35.0,393.0,100.0,42.0,368.0,,,,,,,,,,,,
84,"Bichette, Dante",110974,Angels,108,1988,OF,14.0,0.0,7.0,0.0,0.0,8.0,2.0,50.0,12.0,1.0,46.0,,,,,,,,,,,,
85,"Boone, Bob",111221,Angels,108,1988,C,136.0,29.0,26.0,2.0,5.0,39.0,22.0,392.0,104.0,38.0,352.0,,,,,,,,,,,,
86,"Bosley, Thad",111251,Angels,108,1988,OF,26.0,6.0,12.0,1.0,0.0,7.0,5.0,85.0,21.0,9.0,75.0,,,,,,,,,,,,
87,"Brown, Mike",111575,Angels,108,1988,OF,13.0,1.0,12.0,0.0,0.0,3.0,2.0,52.0,11.0,4.0,50.0,,,,,,,,,,,,
88,"Buckner, Bill",111663,Angels,108,1988,1B,9.0,4.0,0.0,2.0,0.0,9.0,0.0,48.0,9.0,1.0,43.0,,,,,,,,,,,,
89,"Buice, DeWayne",111677,Angels,108,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,38.0,5.0,,,7.0,45.0,41.1,29.0,157.0,27.0
90,"Clark, Terry",112344,Angels,108,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,39.0,8.0,,,0.0,120.0,94.0,54.0,372.0,53.0
91,"Cliburn, Stu",112403,Angels,108,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,42.0,11.0,,,4.0,83.0,84.0,45.0,312.0,38.0
92,"Cook, Mike",112626,Angels,108,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,,0.0,4.0,3.2,2.0,13.0,2.0
93,"Corbett, Sherman",112668,Angels,108,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0,28.0,2.0,,,2.0,47.0,45.2,23.0,172.0,21.0
94,"Davis, Chili",113099,Angels,108,1988,OF,259.0,56.0,118.0,9.0,21.0,93.0,53.0,667.0,161.0,81.0,600.0,,,,,,,,,,,,
95,"Davis, Doug",113101,Angels,108,1988,C,0.0,0.0,3.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,12.0,,,,,,,,,,,,
96,"DiMichele, Frank",113378,Angels,108,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,,,0.0,5.0,4.2,5.0,19.0,5.0
97,"Dorsett, Brian",113481,Angels,108,1988,C,1.0,1.0,5.0,0.0,0.0,2.0,0.0,12.0,1.0,0.0,11.0,,,,,,,,,,,,
98,"Downing, Brian",113516,Angels,108,1988,OF,214.0,81.0,63.0,3.0,25.0,64.0,45.0,590.0,117.0,80.0,484.0,,,,,,,,,,,,
99,"Eppard, Jim",113867,Angels,108,1988,OF,37.0,11.0,15.0,0.0,0.0,14.0,4.0,126.0,32.0,7.0,113.0,,,,,,,,,,,,
100,"Finley, Chuck",114133,Angels,108,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,111.0,15.0,,,0.0,191.0,194.1,95.0,726.0,90.0
101,"Fraser, Willie",114390,Angels,108,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,86.0,33.0,,,0.0,203.0,194.2,129.0,761.0,117.0
102,"Harvey, Bryan",115583,Angels,108,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,20.0,67.0,4.0,,,23.0,59.0,76.0,22.0,276.0,18.0
103,"Hendrick, George",115754,Angels,108,1988,OF,41.0,7.0,20.0,0.0,3.0,19.0,4.0,139.0,31.0,12.0,127.0,,,,,,,,,,,,
104,"Howell, Jack",116225,Angels,108,1988,3B,211.0,46.0,130.0,2.0,16.0,63.0,50.0,558.0,127.0,59.0,500.0,,,,,,,,,,,,
105,"Joyner, Wally",116780,Angels,108,1988,1B,250.0,55.0,51.0,8.0,13.0,85.0,46.0,663.0,176.0,81.0,597.0,,,,,,,,,,,,
106,"Krawczyk, Ray",117302,Angels,108,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,17.0,2.0,,,1.0,29.0,24.1,13.0,97.0,13.0
107,"Lazorko, Jack",117576,Angels,108,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,19.0,5.0,,,0.0,37.0,37.2,15.0,145.0,14.0
108,"Lovelace, Vance",117941,Angels,108,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,,,0.0,2.0,1.1,2.0,5.0,2.0
109,"Lugo, Urbano",117992,Angels,108,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,,0.0,2.0,2.0,2.0,8.0,2.0
110,"McCaskill, Kirk",118564,Angels,108,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,98.0,9.0,,,0.0,155.0,146.1,78.0,566.0,70.0
111,"McLemore, Mark",118808,Angels,108,1988,2B,77.0,25.0,28.0,13.0,2.0,16.0,15.0,265.0,56.0,38.0,233.0,,,,,,,,,,,,
112,"Miller, Darrell",119065,Angels,108,1988,C,43.0,9.0,29.0,2.0,2.0,7.0,7.0,157.0,31.0,21.0,140.0,,,,,,,,,,,,
113,"Minton, Greg",119178,Angels,108,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,34.0,46.0,1.0,,,17.0,67.0,79.0,37.0,288.0,25.0
114,"Monteleone, Rich",119263,Angels,108,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,,,0.0,4.0,4.1,0.0,18.0,0.0
115,"Moore, Donnie",119292,Angels,108,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,22.0,4.0,,,7.0,48.0,33.0,20.0,140.0,18.0
116,"Noboa, Junior",119817,Angels,108,1988,2B,1.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,1.0,4.0,16.0,,,,,,,,,,,,
117,"Petry, Dan",120476,Angels,108,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,64.0,18.0,,,0.0,139.0,139.2,70.0,528.0,68.0
118,"Polidor, Gus",120651,Angels,108,1988,SS,15.0,3.0,11.0,0.0,0.0,4.0,3.0,87.0,12.0,4.0,81.0,,,,,,,,,,,,
119,"Ramos, Domingo",120908,Angels,108,1988,2B,2.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,2.0,3.0,15.0,,,,,,,,,,,,
120,"Ray, Johnny",120954,Angels,108,1988,2B,258.0,36.0,38.0,4.0,6.0,83.0,55.0,659.0,184.0,75.0,602.0,,,,,,,,,,,,
121,"Redfield, Joe",120982,Angels,108,1988,3B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,
122,"Schofield, Dick",121854,Angels,108,1988,SS,167.0,40.0,57.0,20.0,6.0,34.0,23.0,589.0,126.0,61.0,527.0,,,,,,,,,,,,
123,"Walker, Chico",123815,Angels,108,1988,OF,13.0,6.0,15.0,2.0,0.0,2.0,1.0,86.0,12.0,8.0,78.0,,,,,,,,,,,,
124,"White, Devon",124164,Angels,108,1988,OF,177.0,23.0,84.0,17.0,11.0,51.0,35.0,486.0,118.0,76.0,455.0,,,,,,,,,,,,
125,"Witt, Mike",124491,Angels,108,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,133.0,14.0,,,0.0,263.0,249.2,130.0,967.0,115.0
126,"Wynegar, Butch",124632,Angels,108,1988,C,23.0,8.0,7.0,0.0,1.0,8.0,6.0,65.0,14.0,8.0,55.0,,,,,,,,,,,,
127,"Baines, Harold",110456,White Sox,145,1988,OF,246.0,67.0,109.0,0.0,13.0,81.0,53.0,674.0,166.0,55.0,599.0,,,,,,,,,,,,
128,"Bittiger, Jeff",111028,White Sox,145,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,33.0,11.0,,,0.0,59.0,61.2,31.0,231.0,29.0
129,"Boston, Daryl",111257,White Sox,145,1988,OF,122.0,21.0,44.0,9.0,15.0,31.0,29.0,305.0,61.0,37.0,281.0,,,,,,,,,,,,
130,"Calderon, Ivan",111869,White Sox,145,1988,OF,112.0,34.0,66.0,4.0,14.0,35.0,28.0,301.0,56.0,40.0,264.0,,,,,,,,,,,,
131,"Davis, Joel",113119,White Sox,145,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,4.0,,,0.0,21.0,16.0,12.0,64.0,12.0
132,"Davis, John",113122,White Sox,145,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,50.0,37.0,5.0,,,4.0,77.0,63.2,58.0,259.0,47.0
133,"Diaz, Mike",113332,White Sox,145,1988,1B,51.0,5.0,30.0,0.0,3.0,12.0,9.0,158.0,36.0,12.0,152.0,,,,,,,,,,,,
134,"Fisk, Carlton",114182,White Sox,145,1988,C,137.0,37.0,40.0,0.0,19.0,50.0,28.0,298.0,70.0,37.0,253.0,,,,,,,,,,,,
135,"Gallagher, Dave",114533,White Sox,145,1988,OF,141.0,29.0,40.0,5.0,5.0,31.0,23.0,384.0,105.0,59.0,347.0,,,,,,,,,,,,
136,"Guillen, Ozzie",115230,White Sox,145,1988,SS,178.0,25.0,40.0,25.0,0.0,39.0,23.0,606.0,148.0,58.0,566.0,,,,,,,,,,,,
137,"Hairston, Jerry",115315,White Sox,145,1988,OF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,,,,,,,,,,,,
138,"Hill, Donnie",115933,White Sox,145,1988,2B,62.0,26.0,32.0,3.0,2.0,20.0,9.0,253.0,48.0,17.0,221.0,,,,,,,,,,,,
139,"Hillegas, Shawn",115947,White Sox,145,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,26.0,4.0,,,0.0,30.0,40.0,16.0,145.0,14.0
141,"Horton, Ricky",116163,White Sox,145,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,28.0,6.0,,,3.0,120.0,109.1,64.0,412.0,59.0
143,"Johnson, Lance",116603,White Sox,145,1988,OF,29.0,6.0,11.0,6.0,0.0,6.0,5.0,132.0,23.0,11.0,124.0,,,,,,,,,,,,
144,"Jones, Barry",116664,White Sox,145,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,17.0,3.0,,,1.0,15.0,26.0,7.0,88.0,7.0
146,"Karkovice, Ron",116843,White Sox,145,1988,C,33.0,7.0,30.0,4.0,3.0,9.0,7.0,126.0,20.0,10.0,115.0,,,,,,,,,,,,
147,"LaPoint, Dave",117495,White Sox,145,1988,P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,79.0,10.0,,,0.0,151.0,161.1,69.0,617.0,61.0
